,robot,sloth-1,sloth-2,sloth-3,sloth-4,rabbit-1,rabbit-2,turtle,koala
CONTESTANT_A,0.08647815358652267,0.0661126477151921,0.09245389616989019,0.061020918081051034,0.01379994144896135,0.13134541503434338,0.10401559597902854,0.057240025557416585,-0.10482548872403641
CONTESTANT_B,0.12202239022767847,0.1437567795604744,0.08685039462799748,0.04686416057761522,0.0010931922007229034,0.10763340691212875,0.0895250097273319,0.10599246018848141,-0.10223329190355068
